brightavg:
000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,
000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,
000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,
000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,
000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,000.000,
006.143,009.143,016.571,056.857,050.571,005.714,009.429,015.571,052.714,082.000,005.714,009.571,016.857,052.714,063.143,006.143,010.143,017.857,059.143,080.714,006.143,010.143,017.857,061.429,067.000,005.857,010.000,017.429,070.143,077.571,006.714,010.714,018.714,070.429,074.571,007.000,010.857,018.857,070.286,107.714,
009.714,037.714,082.429,141.143,147.000,009.429,034.714,082.714,148.857,168.286,009.143,036.429,082.143,151.000,167.857,010.714,043.714,098.000,149.857,175.286,010.286,043.286,100.857,147.286,131.857,009.857,044.143,090.714,161.000,167.571,011.286,045.429,095.714,164.714,187.571,010.143,039.571,086.857,155.286,187.143,
045.571,114.571,120.857,122.714,135.143,041.857,110.286,114.000,140.857,167.571,042.143,113.571,128.286,142.714,199.857,047.286,115.714,122.571,145.714,187.857,047.143,114.286,132.571,146.429,215.000,043.429,114.714,138.571,133.143,089.857,044.143,110.429,121.857,150.857,187.000,045.857,110.857,133.286,152.000,186.429,
015.857,058.429,112.714,139.000,146.286,016.429,065.857,110.857,110.714,104.429,016.286,064.000,102.286,134.429,148.857,013.429,054.286,109.000,136.000,187.143,014.143,054.286,105.000,135.000,168.429,012.571,047.143,106.857,132.429,169.714,012.714,048.571,105.571,142.143,165.714,016.286,057.714,104.571,144.429,178.571,
008.714,011.857,017.571,083.714,117.286,008.000,012.000,018.143,076.429,105.286,008.143,012.000,019.143,078.857,078.286,008.714,011.857,016.857,075.714,092.429,008.857,012.000,016.857,073.857,087.857,008.000,011.000,016.000,074.857,101.143,008.714,011.714,017.286,076.571,096.714,009.000,012.429,017.857,080.857,109.571,
